,name,line
2484,Figaro,"If you can't afford to spare a smile, how about you at least wear this outfit?"
2485,Faust,No; I'm simply going to wear it because I like it.
2486,Lennox,"Thank you, Chloe."
2487,Rustica,"I'm glad everyone loves your outfits, Chloe."
2488,Chloe,Ehehe.... Yeah!
2489,Murr,Oh! Look! Arthur's flying this way!
2490,Cock Robin,"Your Highness! Please, I told you to wait....!"
2491,Arthur,"I've come to pick you up! I'm glad you're doing well, Sir Sage. The carriage for the parade will be that way - we're all ready to go."
2492,Chloe,I've never seen such a fancy carriage! Amazing!
2493,Rustica,"It looks like this will be quite a joyous parade. Let us head onwards, Sir Sage."
2494,Akira,Yes!
2495,Drummond,"Oh, they made it in time! Lord Vincent, the Sage and the wizards have arrived at the outskirts of town!"
2496,Vincent,............ Is that so.
2497,Drummond,"Goodness, making me all nervous like that...... Where are you headed, Lord Vincent? Will you not be observing the parade?"
2498,Vincent,I will leave the rest to you all.
2499,Drummond,I-I understand!
2500,Soldier,Lord Vincent! We have a problem!
2501,Vincent,What now.
2502,Soldier,"I apologize; this report was delayed due to the parade, but the Central tower......"
2503,Vincent,What......?
2504,Narrator,"The Central Country troops briskly march onwards, as the band plays a cheerful, curious tune. Thus our parade starts, with the soldiers taking the lead. The townspeople gather along the main street, some leaning out of their windows, and wave at us with smiles on their faces."
2505,Narrator,(Cheering)
2506,Central Country man,It's the Sage and his wizards!
2507,Central Country man,The wizards from the magic headquarters who defeated the < Great Catastrophe >!
2508,Central Country man,We have nothing to fear from the < Great Catastrophe > as long as they're around!
2509,Central Country woman,"Thank you, dear wizards......!"
2510,Central Country man,Blessings to the wizards of the magic headquarters!
2511,Narrator,"Confetti and flower petals of every color imaginable swirl and dance against the brilliant blue sky. We wave at the townspeople, relieved by their enthusiastic welcome."
2512,Central Country man,Prince Arthur! Long live Prince Arthur!
2513,Central Country woman,"See, look over there! That's our prince! He saved us that day when the catastrophe struck!"
2514,Arthur,"Thank you, everyone."
2515,Narrator,"Being the prince of Central Country, Arthur naturally gets showered with cheers of encouragement and support from the crowd; the other wizards also receive the same reception."
2516,Central Country man,General Cain! Thanks for your hard work!
2517,Central Country woman,Sir Cain! Come have a drink at my shop again sometime!
2518,Cain,"Sure, thanks!"
2519,Central Country girl,Aahh! What a pretty person!
2520,Central Country girl,"I saw him last year, too! He's the Eastern wizard, Sir Heathcliff!"
2521,Heathcliff,............
2522,Heathcliff,..........
2523,Shino,"Hey, at least wave to them."
2524,Heathcliff,"No, that's too embarrassing....."
2525,Shino,"What is? You should take more pride in yourself. You're a chosen wizard, and a dashing beauty who takes after Mistress. There's nothing embarrassing about you, Heath...."
2526,Central Country girl,And the boy next to him is so tiny and cute!
2527,Shino,Did she just call me tiny?
2528,Heathcliff,"She said you were tiny and cute. You should wave to them, Shino."
2529,Shino,"Don't be silly. Times like these, you're supposed to blow them a kiss with your thumb - like this."
2530,Central Country girl,Aaaaah.....!
2531,Central Country girl,"He's cute, but he's also so cool!"
2532,Central Country girl,I love him too!
2533,Shino,Heh. Did you hear them squeal? The girls from Central sure are cute.
2534,Heathcliff,I guess I could learn a thing or two from you when it comes to your nerves of steel......
2535,Central Country woman,Look at those adorable twins!
2536,Elderly Central Country man,My goodness....! I can't believe children so young are working to save the world.... What admirable wizards they are........
2537,Snow,"Good day, Miss!"
2538,White,"Good day, Mister!"
2539,Central Country woman,Good luck!
2540,Elderly Central Country man,"Don't push yourselves too hard, all right?"
2541,Snow & White,Hee hee! All right!
2542,Figaro,"You're putting on an impressive show, Sir Snow, Sir White."
2543,Mitile,Wow.... The streets are filled with people.....
2544,Rutile,"Right, it's amazing! There are more people here than Mister Leno's sheep."
2545,Lennox,You're counting them like sheep.....?
2546,Faust,"Hey, what happened to putting on a smile?"
2547,Lennox,"Oh, that's right. ....Haha. Good afternoon."
2548,Faust,Fufu. You're terrible at this.
2549,Nero,Sigh..... I'm really not a fan of standing out like this......
2550,Chloe,Really? That kind of Eastern sentiment feels like a waste. I love being the center of attention!
2551,Nero,I don't get how you Western wizards are so cheerful.
2552,Chloe,Everyone has their eyes on me! Everyone's waving at me! I feel like everyone loves me....!
2553,Shylock,"Fufu. You're so adorable, Chloe."
2554,Chloe,"Don't you like all this attention, Shylock?"
2555,Shylock,"My specialty is charming people under the light of the moon, not the sun."
2556,Central Country woman,"Hey, sexy guy from the West! Is it true that Western wizards love to deceive and betray women?"
2557,Shylock,Of course it's true.
2558,Rustica,"Of course not, my dear."
2559,Chloe,"You two are completely different types, but you both know you're sexy....."
2560,Shylock & Rustica,To a certain extent.
2561,Rustica,Hm? Could that person over there be my bride....?
2562,Chloe,"Rustica, please! Not here!"
2563,Rustica,But Chloe.... Mmgh.......
2564,Chloe,"Come on, zip your mouth and wave!"
2565,Rustica,"Mggh..... Ahahaha, good day."
2566,Central Country man,"Good day, good wizards!"
2567,Central Country child,"Hey, Mister Wizard, can you show me some magic?"
2568,Murr,Sure!
2569,Narrator,"Murr stands up in response to the innocent child's request and lifts his hand into the air. When he utters his spell, rainbow-colored lights begin to cluster around the ring on his left hand."
2570,Murr,<< Eanul Rambul >>!
2571,Narrator,"They fly high into the air, bursting across the blue sky. And scatter like fireworks. Surrounded by rubble, the people of the city look up at the bright sky with smiles on their faces."
2572,Central Country child,Wow....!
2573,Central Country man,Amazing.... So this is the miracle of magic....!
2574,Central Country woman,I'm sure they'll protect us from the next < Great Catastrophe >!
2575,Narrator,"The crowd erupts into loud cheers of delight, the people's faces lighting up with smiles all around. My heart wells up with pride; I've only known them for a short while, but it makes me happy to hear so much praise for these people who I've come to think of as friends. But amidst the delighted cheers, I hear somber voices."
2576,Central Country man,"......Who are they trying to fool....... The Northern wizards are the crucial ones, but they aren't even here."
2577,Central Country man,They always just do as they damn well please. Things must have ended up like this because they cut corners during the fight against the < Great Catastrophe >.......
2578,Central Country man,"At this rate, the world's gonna end next year......"
2579,Akira,"............ (......I knew it. Everyone's concerned about the Northern wizards......) (Snow and White are also Northern wizards, but......) (......Where are they...... Bradley, Mithra, and Owen......)"
2580,Riquet,......Ah......
2581,Akira,"What's wrong, Riquet? Do you see a familiar face in the crowd......?"
2582,Follower of the church,............Wizards are meant to be the disciples of God! What a deplorable charade!
2583,Central Country man,"Woah, what's wrong with you, old man! Don't start yelling out of nowhere on such a joyous day......"
2584,Central Country man,He's part of that sketchy cult. Just leave him!
2585,Akira,Riquet?
2586,Riquet,......No...... It's nothing.
2587,Cock Robin,"Great work, everyone! The parade was a huge success! Frankly, I was worried that the crowd might throw stones at you, so it was a relief that everyone was so happy to see you!"
2588,Shino,You really don't have a problem speaking your mind.
2589,Cock Robin,Heheh. The party will be held over in that hall. Please enjoy yourselves!
2590,Shino,"Got it. ...Huh, what's that room over there? Is that taxidermy?"
2591,Heathcliff,"Hey, don't wander around, Shino."
2592,Shino,This place is bigger than Blanchett Castle.
2593,Heathcliff,Of course it is. It's where the King of Central Country resides; naturally it's going to be bigger than some castle way out in the woods.
2594,Shino,"But I like Blanchett Castle more. It's surrounded by the forest and a lake; it's beautiful. If Master and Mistress so desired, I would gladly make Blanchett Castle even bigger."
2595,Heathcliff,Father and Mother simply wish to live peaceful lives; they don't ask for much.
2596,Shino,"But I want to grant them everything wonderful in this world. And I feel the same about you, Heath. But I guess I just made trouble for you."
2597,Heathcliff,"....That's not true. I'm always grateful to you, Shino. Because you might be brusque, but you're always kind. When I fell ill and was stuck in bed all day, or when I was feeling down because my tutor scolded me - you always brought me flowers and squirrels from the forest. I still think of you as my little brother."
2598,Shino,Little brother? You're the little brother.
2599,Heathcliff,"What? No, I think everyone would agree that you're the little brother."
2600,Shino,"No, I definitely take care of you more. So you're the little brother."
