name,line
Cain,You're an interesting one. Eastern wizards are supposed to hate humans and attention.
Shino,There's something that I want.
Narrator,(Footsteps)
Narrator,"Shino answers shortly, and then walks away. Arthur, too, leaves for the Central castle. His face bore a despondent expression before he left; I don't think the appearance of the gigantic creature was solely to blame. Of course he's sad. Because Oz - the man who raised him - treated him with such harsh coldness."
Akira,"(It's probably better if I don't tell him about seeing Oz at that last moment...... I might be wrong, and I don't want him to worry.) (I hope Oz is safe..... It'd be good if they could make up.) (Since Arthur is feeling so down...... I have to work harder to make the party and parade a success.)"
Central Country woman,I hear that the Sage and the wizards are coming to the capital!
Central Country man,"It's the parade they hold every year after they've held off the attacks of the < Great Catastrophe >! There'll be an inauguration ceremony too, since we have a new Sage and new wizards! Finally, some good news......"
???,............ A new sage......
Cain,"Oz and the Northern wizards are still missing, but we should follow Arthur's lead and head over to the Central capital. Everyone should get ready to travel....."
Akira,Yes.
Chloe,Sir Sage! Sir Sage! I have a guest for you!
Akira,A guest?
Envoy,"I-I'm an envoy from the capital, with a message from Prince Arthur: preparations for the parade are still underway, so he would like you to wait here for a while longer."
Cain,"I see. The capital must be in disarray, after all."
Akira,"When should we depart, then?"
Envoy,"Tomorrow, or the day after.... We will send another envoy your way when preparations are complete. Until then, do relax and spend the time as you please."
Akira,"I see. Thank you. I guess we should wait at the magic headquarters for a while, then."
Akira,"A parade and a party, huh.... I've only ever been to a relative's wedding party - what am I going to do about etiquette....?"
Narrator,(Knock knock)
Chloe,"Sir Sage, can I come on in?"
Akira,"Chloe? Yes, of course."
Narrator,(Door opens)
Chloe,Excuse me. Can I ask a question?
Akira,What is it?
Chloe,"Arthur mentioned stuff like a parade and a party and a ceremony, but do we get to participate in all that too?"
Akira,Yes. They'll all be held in Central Country.
Chloe,Yay~!
Narrator,Chloe raises both his arms and leaps up in delight.
Chloe,"I've always wanted to go to a party! I've made clothes for parties before, but I've never actually been to one! Yay! I'm so so happy! I love designing clothes! What kinds of clothes should I make this time?"
Narrator,Chloe spins around and around in a dance of joy. I can't help but smile watching him.
Akira,Seeing you this delighted makes me happy too.
Chloe,"Of course I'm happy - it's a party! Don't you like parties, Sir Sage?"
Akira,"I've never really been to one, you see....."
Chloe,"Then we're the same! I'll make you an awesome outfit, Sir Sage. I'm making one for Rustica too. Rustica is tall and handsome, so he looks good in everything. But getting him into the outfit is the hard part! He does his buttons up all wrong, and his laces are always coming untied. He's clumsy in the weirdest ways, so it can be a whole chore."
Narrator,"Chloe calls it a chore, but it looks like he really enjoys taking care of Rustica."
Akira,"So you and Rustica are pretty close, Chloe."
Chloe,"Hmm, yeah. I guess so? I hope that's the case, but Rustica is a bit quirky, so..... Rustica is actually a noble, you see. He's also a famous harpsichord player. He said he's been to parties before. He told me to watch out because parties will make your eyes spin."
Akira,Make your eyes spin?
Chloe,"They'll spin from looking around at all the people, they'll spin from all the twirling you do as you dance, and they'll spin when you've had too much wine, too."
Akira,Ahaha!
Narrator,I laugh at the silly advice. And Chloe's smile grows even bigger.
Chloe,"You laughed! I'm glad. Sir Sage, you said you came here from another world all alone, right? I was alone until I met Rustica, so.... Let's get along. I'll work hard so that I can be of use to you, Sir Sage!"
Narrator,"Chloe flashes me a big, bright smile of encouragement. His kindness touches my heart."
Akira,"Thank you very much, Chloe. Let's all enjoy the party together."
Chloe,Yeah!
Rustica,"Chloe~? Chloe, where are you?"
Chloe,"Ah, Rustica's calling for me. I bet he lost something again. I have to go. See you later, Sir Sage!"
Akira,See you.
Narrator,"Some are looking forward to the party; others, not so much."
Akira,"The bread is delicious.... Nero, did you bake this?"
Nero,Yeah.
Akira,"It's so good! The wheat flavor is delicious, and the outer layer is crisp, but it's perfectly soft underneath...."
Nero,Thanks.
Akira,Bradley would be delighted. I hear he loves delicious food.
Nero,"Is that so. Hey, Mister Sage. Can I go home already?"
Akira,"I'm sorry.... We can discuss living arrangements later, but I still want you to take part in the party and the parade."
Nero,A party and a parade..... Do I really have to go?
Akira,"You don't want to, Nero?"
Nero,Not really......
Akira,But you ran a restaurant - you must be used to dealing with people?
Nero,"I presented myself as a human when I ran my shop. Only wizards or severe weirdos would visit a wizard's restaurant. The moment you say you're a wizard, people will admire you, hate you, suspect you, avoid you, or fear you. I'm sick of it."
Akira,Nero........
Nero,"I get that you and Arthur are working hard for the sake of wizards, but..... Nothing's gonna change. What you should really do is pretend that you're not a wizard, and just like that, you'll be free of all your burdens."
Riquet,So you never intend on using your God-granted powers for the sake of others? You're just going to selfishly live an easy life?
Akira,Riquet......
Nero,"Haha.... Those are some harsh words first thing in the morning. Good morning, little guy from Central. What do you want for breakfast?"
Riquet,I cannot eat soiled foods.
Nero,What? I'd never feed you any rotten crap. Are you saying I don't keep the kitchen clean?
Riquet,"No, that's not..... I can only eat holy beans, holy milk, holy eggs, and fruit."
Nero,What are you talking about.... Can you draw me a picture?
Riquet,"......Red things, like this..... Yellow things, like this......"
Nero,"Okay, so a banana and an apple. You're a kid, so you need to get more nutrients. How about carbs? Can you eat bread?"
Riquet,I can eat bread.
Nero,Got it.
Narrator,"Without a hint of magic, Nero skillfully gathers the kitchen utensils to begin cooking. A pleasant rhythm fills the kitchen. He handles the pan with such grace that I feel like I'm watching a musician or a dancer; it fills my heart with excitement."
Nero,"Here, thanks for waiting. The bread is fresh out of the oven, so it's still warm."
Riquet,........
Nero,What's wrong?
Riquet,I've never eaten warm food.....
Nero,Huh? What kind of life have you been living? Were you being bullied?
Riquet,No. They took good care of me.
Nero,"I see. But if I cared about someone, I'd never offer them a cold meal."
Riquet,Thank you for the meal.
Nero,"Yeah, eat up. In any case, I refuse to attend the party or the parade......"
Riquet,....It's delicious......
Nero,"Hm? Haha, right? Doesn't it taste great?"
Riquet,......I've never eaten anything so good.......
Nero,.........
Riquet,"It feels like my mouth is in heaven..... It's truly delicious. Thank you so much, Nero."
Nero,........ You're welcome.
Riquet,....This is good too! I didn't realize the outside world had such delicious food..... Ah..... But is this temptation....?
Nero,Temptation? What are you talking about?
Riquet,Father Priest told me that the outside world is corrupted and full of temptation - that's why both humans and wizards have fallen. That is why the Church is protecting me from the outside world until my powers can be put to proper use. I need to erase this tainted mark from my forehead and return to my people at the Church as soon as possible....
Nero,Who is this father priest? Is he a wizard?
Riquet,"No. He's human, but he was chosen by God - he can hear His voice. He taught me my way of life."
